Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541	25	-87	87	3541
26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698	26	-157	157	3698
27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767	27	-69	69	3767
28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858	28	-91	91	3858
29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967	29	-307	109	3967
30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045	30	-276	78	4045
31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129	31	-84	84	4129
32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226	32	-97	97	4226
33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364	33	-336	138	4364
34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444	34	-80	80	4444
35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518	35	-74	74	4518
36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546	36	-28	28	4546
37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656	37	-110	110	4656
38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806	38	-150	150	4806
39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865	39	-59	59	4865
40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077	40	-410	212	5077
41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147	41	-70	70	5147
42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213	42	-363	66	5213
43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325	43	-211	112	5325
44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393	44	-68	68	5393
45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451	45	-58	58	5451
46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588	46	-236	137	5588
47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693	47	-105	105	5693
48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803	48	-209	110	5803
49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852	49	-49	49	5852
50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917	50	-65	65	5917
51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973	51	-56	56	5973
