Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
254	-20	20	15619	254	-20	20	15619	254	-20	20	15619	254	-20	20	15619	254	-20	20	15619	254	-20	20	15619	254	-20	20	15619	254	-20	20	15619	254	-20	20	15619	254	-20	20	15619	254	-20	20	15619	254	-20	20	15619	254	-20	20	15619	254	-20	20	15619	254	-20	20	15619	254	-20	20	15619	254	-20	20	15619	254	-20	20	15619	254	-20	20	15619	254	-20	20	15619	254	-20	20	15619
255	-24	24	15643	255	-24	24	15643	255	-24	24	15643	255	-24	24	15643	255	-24	24	15643	255	-24	24	15643	255	-24	24	15643	255	-24	24	15643	255	-24	24	15643	255	-24	24	15643	255	-24	24	15643	255	-24	24	15643	255	-24	24	15643	255	-24	24	15643	255	-24	24	15643	255	-24	24	15643	255	-24	24	15643	255	-24	24	15643	255	-24	24	15643	255	-24	24	15643	255	-24	24	15643
256	-21	21	15664	256	-21	21	15664	256	-21	21	15664	256	-21	21	15664	256	-21	21	15664	256	-21	21	15664	256	-21	21	15664	256	-21	21	15664	256	-21	21	15664	256	-21	21	15664	256	-21	21	15664	256	-21	21	15664	256	-21	21	15664	256	-21	21	15664	256	-21	21	15664	256	-21	21	15664	256	-21	21	15664	256	-21	21	15664	256	-21	21	15664	256	-21	21	15664	256	-21	21	15664
257	-17	17	15681	257	-17	17	15681	257	-17	17	15681	257	-17	17	15681	257	-17	17	15681	257	-17	17	15681	257	-17	17	15681	257	-17	17	15681	257	-17	17	15681	257	-17	17	15681	257	-17	17	15681	257	-17	17	15681	257	-17	17	15681	257	-17	17	15681	257	-17	17	15681	257	-17	17	15681	257	-17	17	15681	257	-17	17	15681	257	-17	17	15681	257	-17	17	15681	257	-17	17	15681
258	-22	22	15703	258	-22	22	15703	258	-22	22	15703	258	-22	22	15703	258	-22	22	15703	258	-22	22	15703	258	-22	22	15703	258	-22	22	15703	258	-22	22	15703	258	-22	22	15703	258	-22	22	15703	258	-22	22	15703	258	-22	22	15703	258	-22	22	15703	258	-22	22	15703	258	-22	22	15703	258	-22	22	15703	258	-22	22	15703	258	-22	22	15703	258	-22	22	15703	258	-22	22	15703
259	-21	21	15724	259	-21	21	15724	259	-21	21	15724	259	-21	21	15724	259	-21	21	15724	259	-21	21	15724	259	-21	21	15724	259	-21	21	15724	259	-21	21	15724	259	-21	21	15724	259	-21	21	15724	259	-21	21	15724	259	-21	21	15724	259	-21	21	15724	259	-21	21	15724	259	-21	21	15724	259	-21	21	15724	259	-21	21	15724	259	-21	21	15724	259	-21	21	15724	259	-21	21	15724
260	-117	18	15742	260	-117	18	15742	260	-117	18	15742	260	-117	18	15742	260	-117	18	15742	260	-117	18	15742	260	-117	18	15742	260	-117	18	15742	260	-117	18	15742	260	-117	18	15742	260	-117	18	15742	260	-117	18	15742	260	-117	18	15742	260	-117	18	15742	260	-117	18	15742	260	-117	18	15742	260	-117	18	15742	260	-117	18	15742	260	-117	18	15742	260	-117	18	15742	260	-117	18	15742
261	-17	17	15759	261	-17	17	15759	261	-17	17	15759	261	-17	17	15759	261	-17	17	15759	261	-17	17	15759	261	-17	17	15759	261	-17	17	15759	261	-17	17	15759	261	-17	17	15759	261	-17	17	15759	261	-17	17	15759	261	-17	17	15759	261	-17	17	15759	261	-17	17	15759	261	-17	17	15759	261	-17	17	15759	261	-17	17	15759	261	-17	17	15759	261	-17	17	15759	261	-17	17	15759
262	-19	19	15778	262	-19	19	15778	262	-19	19	15778	262	-19	19	15778	262	-19	19	15778	262	-19	19	15778	262	-19	19	15778	262	-19	19	15778	262	-19	19	15778	262	-19	19	15778	262	-19	19	15778	262	-19	19	15778	262	-19	19	15778	262	-19	19	15778	262	-19	19	15778	262	-19	19	15778	262	-19	19	15778	262	-19	19	15778	262	-19	19	15778	262	-19	19	15778	262	-19	19	15778
263	-21	21	15799	263	-21	21	15799	263	-21	21	15799	263	-21	21	15799	263	-21	21	15799	263	-21	21	15799	263	-21	21	15799	263	-21	21	15799	263	-21	21	15799	263	-21	21	15799	263	-21	21	15799	263	-21	21	15799	263	-21	21	15799	263	-21	21	15799	263	-21	21	15799	263	-21	21	15799	263	-21	21	15799	263	-21	21	15799	263	-21	21	15799	263	-21	21	15799	263	-21	21	15799
264	-19	19	15818	264	-19	19	15818	264	-19	19	15818	264	-19	19	15818	264	-19	19	15818	264	-19	19	15818	264	-19	19	15818	264	-19	19	15818	264	-19	19	15818	264	-19	19	15818	264	-19	19	15818	264	-19	19	15818	264	-19	19	15818	264	-19	19	15818	264	-19	19	15818	264	-19	19	15818	264	-19	19	15818	264	-19	19	15818	264	-19	19	15818	264	-19	19	15818	264	-19	19	15818
265	-18	18	15836	265	-18	18	15836	265	-18	18	15836	265	-18	18	15836	265	-18	18	15836	265	-18	18	15836	265	-18	18	15836	265	-18	18	15836	265	-18	18	15836	265	-18	18	15836	265	-18	18	15836	265	-18	18	15836	265	-18	18	15836	265	-18	18	15836	265	-18	18	15836	265	-18	18	15836	265	-18	18	15836	265	-18	18	15836	265	-18	18	15836	265	-18	18	15836	265	-18	18	15836
266	-19	19	15855	266	-19	19	15855	266	-19	19	15855	266	-19	19	15855	266	-19	19	15855	266	-19	19	15855	266	-19	19	15855	266	-19	19	15855	266	-19	19	15855	266	-19	19	15855	266	-19	19	15855	266	-19	19	15855	266	-19	19	15855	266	-19	19	15855	266	-19	19	15855	266	-19	19	15855	266	-19	19	15855	266	-19	19	15855	266	-19	19	15855	266	-19	19	15855	266	-19	19	15855
267	-21	21	15876	267	-21	21	15876	267	-21	21	15876	267	-21	21	15876	267	-21	21	15876	267	-21	21	15876	267	-21	21	15876	267	-21	21	15876	267	-21	21	15876	267	-21	21	15876	267	-21	21	15876	267	-21	21	15876	267	-21	21	15876	267	-21	21	15876	267	-21	21	15876	267	-21	21	15876	267	-21	21	15876	267	-21	21	15876	267	-21	21	15876	267	-21	21	15876	267	-21	21	15876
268	-17	17	15893	268	-17	17	15893	268	-17	17	15893	268	-17	17	15893	268	-17	17	15893	268	-17	17	15893	268	-17	17	15893	268	-17	17	15893	268	-17	17	15893	268	-17	17	15893	268	-17	17	15893	268	-17	17	15893	268	-17	17	15893	268	-17	17	15893	268	-17	17	15893	268	-17	17	15893	268	-17	17	15893	268	-17	17	15893	268	-17	17	15893	268	-17	17	15893	268	-17	17	15893
269	-125	26	15919	269	-125	26	15919	269	-125	26	15919	269	-125	26	15919	269	-125	26	15919	269	-125	26	15919	269	-125	26	15919	269	-125	26	15919	269	-125	26	15919	269	-125	26	15919	269	-125	26	15919	269	-125	26	15919	269	-125	26	15919	269	-125	26	15919	269	-125	26	15919	269	-125	26	15919	269	-125	26	15919	269	-125	26	15919	269	-125	26	15919	269	-125	26	15919	269	-125	26	15919
270	-20	20	15939	270	-20	20	15939	270	-20	20	15939	270	-20	20	15939	270	-20	20	15939	270	-20	20	15939	270	-20	20	15939	270	-20	20	15939	270	-20	20	15939	270	-20	20	15939	270	-20	20	15939	270	-20	20	15939	270	-20	20	15939	270	-20	20	15939	270	-20	20	15939	270	-20	20	15939	270	-20	20	15939	270	-20	20	15939	270	-20	20	15939	270	-20	20	15939	270	-20	20	15939
271	-18	18	15957	271	-18	18	15957	271	-18	18	15957	271	-18	18	15957	271	-18	18	15957	271	-18	18	15957	271	-18	18	15957	271	-18	18	15957	271	-18	18	15957	271	-18	18	15957	271	-18	18	15957	271	-18	18	15957	271	-18	18	15957	271	-18	18	15957	271	-18	18	15957	271	-18	18	15957	271	-18	18	15957	271	-18	18	15957	271	-18	18	15957	271	-18	18	15957	271	-18	18	15957
272	-17	17	15974	272	-17	17	15974	272	-17	17	15974	272	-17	17	15974	272	-17	17	15974	272	-17	17	15974	272	-17	17	15974	272	-17	17	15974	272	-17	17	15974	272	-17	17	15974	272	-17	17	15974	272	-17	17	15974	272	-17	17	15974	272	-17	17	15974	272	-17	17	15974	272	-17	17	15974	272	-17	17	15974	272	-17	17	15974	272	-17	17	15974	272	-17	17	15974	272	-17	17	15974
273	-25	25	15999	273	-25	25	15999	273	-25	25	15999	273	-25	25	15999	273	-25	25	15999	273	-25	25	15999	273	-25	25	15999	273	-25	25	15999	273	-25	25	15999	273	-25	25	15999	273	-25	25	15999	273	-25	25	15999	273	-25	25	15999	273	-25	25	15999	273	-25	25	15999	273	-25	25	15999	273	-25	25	15999	273	-25	25	15999	273	-25	25	15999	273	-25	25	15999	273	-25	25	15999
274	-18	18	16017	274	-18	18	16017	274	-18	18	16017	274	-18	18	16017	274	-18	18	16017	274	-18	18	16017	274	-18	18	16017	274	-18	18	16017	274	-18	18	16017	274	-18	18	16017	274	-18	18	16017	274	-18	18	16017	274	-18	18	16017	274	-18	18	16017	274	-18	18	16017	274	-18	18	16017	274	-18	18	16017	274	-18	18	16017	274	-18	18	16017	274	-18	18	16017	274	-18	18	16017
275	-21	21	16038	275	-21	21	16038	275	-21	21	16038	275	-21	21	16038	275	-21	21	16038	275	-21	21	16038	275	-21	21	16038	275	-21	21	16038	275	-21	21	16038	275	-21	21	16038	275	-21	21	16038	275	-21	21	16038	275	-21	21	16038	275	-21	21	16038	275	-21	21	16038	275	-21	21	16038	275	-21	21	16038	275	-21	21	16038	275	-21	21	16038	275	-21	21	16038	275	-21	21	16038
276	-21	21	16059	276	-21	21	16059	276	-21	21	16059	276	-21	21	16059	276	-21	21	16059	276	-21	21	16059	276	-21	21	16059	276	-21	21	16059	276	-21	21	16059	276	-21	21	16059	276	-21	21	16059	276	-21	21	16059	276	-21	21	16059	276	-21	21	16059	276	-21	21	16059	276	-21	21	16059	276	-21	21	16059	276	-21	21	16059	276	-21	21	16059	276	-21	21	16059	276	-21	21	16059
277	-20	20	16079	277	-20	20	16079	277	-20	20	16079	277	-20	20	16079	277	-20	20	16079	277	-20	20	16079	277	-20	20	16079	277	-20	20	16079	277	-20	20	16079	277	-20	20	16079	277	-20	20	16079	277	-20	20	16079	277	-20	20	16079	277	-20	20	16079	277	-20	20	16079	277	-20	20	16079	277	-20	20	16079	277	-20	20	16079	277	-20	20	16079	277	-20	20	16079	277	-20	20	16079
278	-18	18	16097	278	-18	18	16097	278	-18	18	16097	278	-18	18	16097	278	-18	18	16097	278	-18	18	16097	278	-18	18	16097	278	-18	18	16097	278	-18	18	16097	278	-18	18	16097	278	-18	18	16097	278	-18	18	16097	278	-18	18	16097	278	-18	18	16097	278	-18	18	16097	278	-18	18	16097	278	-18	18	16097	278	-18	18	16097	278	-18	18	16097	278	-18	18	16097	278	-18	18	16097
279	-19	19	16116	279	-19	19	16116	279	-19	19	16116	279	-19	19	16116	279	-19	19	16116	279	-19	19	16116	279	-19	19	16116	279	-19	19	16116	279	-19	19	16116	279	-19	19	16116	279	-19	19	16116	279	-19	19	16116	279	-19	19	16116	279	-19	19	16116	279	-19	19	16116	279	-19	19	16116	279	-19	19	16116	279	-19	19	16116	279	-19	19	16116	279	-19	19	16116	279	-19	19	16116
280	-25	25	16141	280	-25	25	16141	280	-25	25	16141	280	-25	25	16141	280	-25	25	16141	280	-25	25	16141	280	-25	25	16141	280	-25	25	16141	280	-25	25	16141	280	-25	25	16141	280	-25	25	16141	280	-25	25	16141	280	-25	25	16141	280	-25	25	16141	280	-25	25	16141	280	-25	25	16141	280	-25	25	16141	280	-25	25	16141	280	-25	25	16141	280	-25	25	16141	280	-25	25	16141
281	-19	19	16160	281	-19	19	16160	281	-19	19	16160	281	-19	19	16160	281	-19	19	16160	281	-19	19	16160	281	-19	19	16160	281	-19	19	16160	281	-19	19	16160	281	-19	19	16160	281	-19	19	16160	281	-19	19	16160	281	-19	19	16160	281	-19	19	16160	281	-19	19	16160	281	-19	19	16160	281	-19	19	16160	281	-19	19	16160	281	-19	19	16160	281	-19	19	16160	281	-19	19	16160
282	-17	17	16177	282	-17	17	16177	282	-17	17	16177	282	-17	17	16177	282	-17	17	16177	282	-17	17	16177	282	-17	17	16177	282	-17	17	16177	282	-17	17	16177	282	-17	17	16177	282	-17	17	16177	282	-17	17	16177	282	-17	17	16177	282	-17	17	16177	282	-17	17	16177	282	-17	17	16177	282	-17	17	16177	282	-17	17	16177	282	-17	17	16177	282	-17	17	16177	282	-17	17	16177
283	-22	22	16199	283	-22	22	16199	283	-22	22	16199	283	-22	22	16199	283	-22	22	16199	283	-22	22	16199	283	-22	22	16199	283	-22	22	16199	283	-22	22	16199	283	-22	22	16199	283	-22	22	16199	283	-22	22	16199	283	-22	22	16199	283	-22	22	16199	283	-22	22	16199	283	-22	22	16199	283	-22	22	16199	283	-22	22	16199	283	-22	22	16199	283	-22	22	16199	283	-22	22	16199
284	-17	17	16216	284	-17	17	16216	284	-17	17	16216	284	-17	17	16216	284	-17	17	16216	284	-17	17	16216	284	-17	17	16216	284	-17	17	16216	284	-17	17	16216	284	-17	17	16216	284	-17	17	16216	284	-17	17	16216	284	-17	17	16216	284	-17	17	16216	284	-17	17	16216	284	-17	17	16216	284	-17	17	16216	284	-17	17	16216	284	-17	17	16216	284	-17	17	16216	284	-17	17	16216
285	-17	17	16233	285	-17	17	16233	285	-17	17	16233	285	-17	17	16233	285	-17	17	16233	285	-17	17	16233	285	-17	17	16233	285	-17	17	16233	285	-17	17	16233	285	-17	17	16233	285	-17	17	16233	285	-17	17	16233	285	-17	17	16233	285	-17	17	16233	285	-17	17	16233	285	-17	17	16233	285	-17	17	16233	285	-17	17	16233	285	-17	17	16233	285	-17	17	16233	285	-17	17	16233
286	-17	17	16250	286	-17	17	16250	286	-17	17	16250	286	-17	17	16250	286	-17	17	16250	286	-17	17	16250	286	-17	17	16250	286	-17	17	16250	286	-17	17	16250	286	-17	17	16250	286	-17	17	16250	286	-17	17	16250	286	-17	17	16250	286	-17	17	16250	286	-17	17	16250	286	-17	17	16250	286	-17	17	16250	286	-17	17	16250	286	-17	17	16250	286	-17	17	16250	286	-17	17	16250
287	-17	17	16267	287	-17	17	16267	287	-17	17	16267	287	-17	17	16267	287	-17	17	16267	287	-17	17	16267	287	-17	17	16267	287	-17	17	16267	287	-17	17	16267	287	-17	17	16267	287	-17	17	16267	287	-17	17	16267	287	-17	17	16267	287	-17	17	16267	287	-17	17	16267	287	-17	17	16267	287	-17	17	16267	287	-17	17	16267	287	-17	17	16267	287	-17	17	16267	287	-17	17	16267
288	-17	17	16284	288	-17	17	16284	288	-17	17	16284	288	-17	17	16284	288	-17	17	16284	288	-17	17	16284	288	-17	17	16284	288	-17	17	16284	288	-17	17	16284	288	-17	17	16284	288	-17	17	16284	288	-17	17	16284	288	-17	17	16284	288	-17	17	16284	288	-17	17	16284	288	-17	17	16284	288	-17	17	16284	288	-17	17	16284	288	-17	17	16284	288	-17	17	16284	288	-17	17	16284
289	-18	18	16302	289	-18	18	16302	289	-18	18	16302	289	-18	18	16302	289	-18	18	16302	289	-18	18	16302	289	-18	18	16302	289	-18	18	16302	289	-18	18	16302	289	-18	18	16302	289	-18	18	16302	289	-18	18	16302	289	-18	18	16302	289	-18	18	16302	289	-18	18	16302	289	-18	18	16302	289	-18	18	16302	289	-18	18	16302	289	-18	18	16302	289	-18	18	16302	289	-18	18	16302
290	-137	38	16340	290	-137	38	16340	290	-137	38	16340	290	-137	38	16340	290	-137	38	16340	290	-137	38	16340	290	-137	38	16340	290	-137	38	16340	290	-137	38	16340	290	-137	38	16340	290	-137	38	16340	290	-137	38	16340	290	-137	38	16340	290	-137	38	16340	290	-137	38	16340	290	-137	38	16340	290	-137	38	16340	290	-137	38	16340	290	-137	38	16340	290	-137	38	16340	290	-137	38	16340
291	-17	17	16357	291	-17	17	16357	291	-17	17	16357	291	-17	17	16357	291	-17	17	16357	291	-17	17	16357	291	-17	17	16357	291	-17	17	16357	291	-17	17	16357	291	-17	17	16357	291	-17	17	16357	291	-17	17	16357	291	-17	17	16357	291	-17	17	16357	291	-17	17	16357	291	-17	17	16357	291	-17	17	16357	291	-17	17	16357	291	-17	17	16357	291	-17	17	16357	291	-17	17	16357
292	-17	17	16374	292	-17	17	16374	292	-17	17	16374	292	-17	17	16374	292	-17	17	16374	292	-17	17	16374	292	-17	17	16374	292	-17	17	16374	292	-17	17	16374	292	-17	17	16374	292	-17	17	16374	292	-17	17	16374	292	-17	17	16374	292	-17	17	16374	292	-17	17	16374	292	-17	17	16374	292	-17	17	16374	292	-17	17	16374	292	-17	17	16374	292	-17	17	16374	292	-17	17	16374
293	-19	19	16393	293	-19	19	16393	293	-19	19	16393	293	-19	19	16393	293	-19	19	16393	293	-19	19	16393	293	-19	19	16393	293	-19	19	16393	293	-19	19	16393	293	-19	19	16393	293	-19	19	16393	293	-19	19	16393	293	-19	19	16393	293	-19	19	16393	293	-19	19	16393	293	-19	19	16393	293	-19	19	16393	293	-19	19	16393	293	-19	19	16393	293	-19	19	16393	293	-19	19	16393
294	-18	18	16411	294	-18	18	16411	294	-18	18	16411	294	-18	18	16411	294	-18	18	16411	294	-18	18	16411	294	-18	18	16411	294	-18	18	16411	294	-18	18	16411	294	-18	18	16411	294	-18	18	16411	294	-18	18	16411	294	-18	18	16411	294	-18	18	16411	294	-18	18	16411	294	-18	18	16411	294	-18	18	16411	294	-18	18	16411	294	-18	18	16411	294	-18	18	16411	294	-18	18	16411
295	-19	19	16430	295	-19	19	16430	295	-19	19	16430	295	-19	19	16430	295	-19	19	16430	295	-19	19	16430	295	-19	19	16430	295	-19	19	16430	295	-19	19	16430	295	-19	19	16430	295	-19	19	16430	295	-19	19	16430	295	-19	19	16430	295	-19	19	16430	295	-19	19	16430	295	-19	19	16430	295	-19	19	16430	295	-19	19	16430	295	-19	19	16430	295	-19	19	16430	295	-19	19	16430
296	-19	19	16449	296	-19	19	16449	296	-19	19	16449	296	-19	19	16449	296	-19	19	16449	296	-19	19	16449	296	-19	19	16449	296	-19	19	16449	296	-19	19	16449	296	-19	19	16449	296	-19	19	16449	296	-19	19	16449	296	-19	19	16449	296	-19	19	16449	296	-19	19	16449	296	-19	19	16449	296	-19	19	16449	296	-19	19	16449	296	-19	19	16449	296	-19	19	16449	296	-19	19	16449
297	-17	17	16466	297	-17	17	16466	297	-17	17	16466	297	-17	17	16466	297	-17	17	16466	297	-17	17	16466	297	-17	17	16466	297	-17	17	16466	297	-17	17	16466	297	-17	17	16466	297	-17	17	16466	297	-17	17	16466	297	-17	17	16466	297	-17	17	16466	297	-17	17	16466	297	-17	17	16466	297	-17	17	16466	297	-17	17	16466	297	-17	17	16466	297	-17	17	16466	297	-17	17	16466
298	-23	23	16489	298	-23	23	16489	298	-23	23	16489	298	-23	23	16489	298	-23	23	16489	298	-23	23	16489	298	-23	23	16489	298	-23	23	16489	298	-23	23	16489	298	-23	23	16489	298	-23	23	16489	298	-23	23	16489	298	-23	23	16489	298	-23	23	16489	298	-23	23	16489	298	-23	23	16489	298	-23	23	16489	298	-23	23	16489	298	-23	23	16489	298	-23	23	16489	298	-23	23	16489
299	-18	18	16507	299	-18	18	16507	299	-18	18	16507	299	-18	18	16507	299	-18	18	16507	299	-18	18	16507	299	-18	18	16507	299	-18	18	16507	299	-18	18	16507	299	-18	18	16507	299	-18	18	16507	299	-18	18	16507	299	-18	18	16507	299	-18	18	16507	299	-18	18	16507	299	-18	18	16507	299	-18	18	16507	299	-18	18	16507	299	-18	18	16507	299	-18	18	16507	299	-18	18	16507
300	-17	17	16524	300	-17	17	16524	300	-17	17	16524	300	-17	17	16524	300	-17	17	16524	300	-17	17	16524	300	-17	17	16524	300	-17	17	16524	300	-17	17	16524	300	-17	17	16524	300	-17	17	16524	300	-17	17	16524	300	-17	17	16524	300	-17	17	16524	300	-17	17	16524	300	-17	17	16524	300	-17	17	16524	300	-17	17	16524	300	-17	17	16524	300	-17	17	16524	300	-17	17	16524
301	-17	17	16541	301	-17	17	16541	301	-17	17	16541	301	-17	17	16541	301	-17	17	16541	301	-17	17	16541	301	-17	17	16541	301	-17	17	16541	301	-17	17	16541	301	-17	17	16541	301	-17	17	16541	301	-17	17	16541	301	-17	17	16541	301	-17	17	16541	301	-17	17	16541	301	-17	17	16541	301	-17	17	16541	301	-17	17	16541	301	-17	17	16541	301	-17	17	16541	301	-17	17	16541
302	-19	19	16560	302	-19	19	16560	302	-19	19	16560	302	-19	19	16560	302	-19	19	16560	302	-19	19	16560	302	-19	19	16560	302	-19	19	16560	302	-19	19	16560	302	-19	19	16560	302	-19	19	16560	302	-19	19	16560	302	-19	19	16560	302	-19	19	16560	302	-19	19	16560	302	-19	19	16560	302	-19	19	16560	302	-19	19	16560	302	-19	19	16560	302	-19	19	16560	302	-19	19	16560
303	-17	17	16577	303	-17	17	16577	303	-17	17	16577	303	-17	17	16577	303	-17	17	16577	303	-17	17	16577	303	-17	17	16577	303	-17	17	16577	303	-17	17	16577	303	-17	17	16577	303	-17	17	16577	303	-17	17	16577	303	-17	17	16577	303	-17	17	16577	303	-17	17	16577	303	-17	17	16577	303	-17	17	16577	303	-17	17	16577	303	-17	17	16577	303	-17	17	16577	303	-17	17	16577
304	-18	18	16595	304	-18	18	16595	304	-18	18	16595	304	-18	18	16595	304	-18	18	16595	304	-18	18	16595	304	-18	18	16595	304	-18	18	16595	304	-18	18	16595	304	-18	18	16595	304	-18	18	16595	304	-18	18	16595	304	-18	18	16595	304	-18	18	16595	304	-18	18	16595	304	-18	18	16595	304	-18	18	16595	304	-18	18	16595	304	-18	18	16595	304	-18	18	16595	304	-18	18	16595
305	-19	19	16614	305	-19	19	16614	305	-19	19	16614	305	-19	19	16614	305	-19	19	16614	305	-19	19	16614	305	-19	19	16614	305	-19	19	16614	305	-19	19	16614	305	-19	19	16614	305	-19	19	16614	305	-19	19	16614	305	-19	19	16614	305	-19	19	16614	305	-19	19	16614	305	-19	19	16614	305	-19	19	16614	305	-19	19	16614	305	-19	19	16614	305	-19	19	16614	305	-19	19	16614
306	-19	19	16633	306	-19	19	16633	306	-19	19	16633	306	-19	19	16633	306	-19	19	16633	306	-19	19	16633	306	-19	19	16633	306	-19	19	16633	306	-19	19	16633	306	-19	19	16633	306	-19	19	16633	306	-19	19	16633	306	-19	19	16633	306	-19	19	16633	306	-19	19	16633	306	-19	19	16633	306	-19	19	16633	306	-19	19	16633	306	-19	19	16633	306	-19	19	16633	306	-19	19	16633
307	-17	17	16650	307	-17	17	16650	307	-17	17	16650	307	-17	17	16650	307	-17	17	16650	307	-17	17	16650	307	-17	17	16650	307	-17	17	16650	307	-17	17	16650	307	-17	17	16650	307	-17	17	16650	307	-17	17	16650	307	-17	17	16650	307	-17	17	16650	307	-17	17	16650	307	-17	17	16650	307	-17	17	16650	307	-17	17	16650	307	-17	17	16650	307	-17	17	16650	307	-17	17	16650
308	-18	18	16668	308	-18	18	16668	308	-18	18	16668	308	-18	18	16668	308	-18	18	16668	308	-18	18	16668	308	-18	18	16668	308	-18	18	16668	308	-18	18	16668	308	-18	18	16668	308	-18	18	16668	308	-18	18	16668	308	-18	18	16668	308	-18	18	16668	308	-18	18	16668	308	-18	18	16668	308	-18	18	16668	308	-18	18	16668	308	-18	18	16668	308	-18	18	16668	308	-18	18	16668
309	-20	20	16688	309	-20	20	16688	309	-20	20	16688	309	-20	20	16688	309	-20	20	16688	309	-20	20	16688	309	-20	20	16688	309	-20	20	16688	309	-20	20	16688	309	-20	20	16688	309	-20	20	16688	309	-20	20	16688	309	-20	20	16688	309	-20	20	16688	309	-20	20	16688	309	-20	20	16688	309	-20	20	16688	309	-20	20	16688	309	-20	20	16688	309	-20	20	16688	309	-20	20	16688
310	-119	20	16708	310	-119	20	16708	310	-119	20	16708	310	-119	20	16708	310	-119	20	16708	310	-119	20	16708	310	-119	20	16708	310	-119	20	16708	310	-119	20	16708	310	-119	20	16708	310	-119	20	16708	310	-119	20	16708	310	-119	20	16708	310	-119	20	16708	310	-119	20	16708	310	-119	20	16708	310	-119	20	16708	310	-119	20	16708	310	-119	20	16708	310	-119	20	16708	310	-119	20	16708
311	-19	19	16727	311	-19	19	16727	311	-19	19	16727	311	-19	19	16727	311	-19	19	16727	311	-19	19	16727	311	-19	19	16727	311	-19	19	16727	311	-19	19	16727	311	-19	19	16727	311	-19	19	16727	311	-19	19	16727	311	-19	19	16727	311	-19	19	16727	311	-19	19	16727	311	-19	19	16727	311	-19	19	16727	311	-19	19	16727	311	-19	19	16727	311	-19	19	16727	311	-19	19	16727
312	-21	21	16748	312	-21	21	16748	312	-21	21	16748	312	-21	21	16748	312	-21	21	16748	312	-21	21	16748	312	-21	21	16748	312	-21	21	16748	312	-21	21	16748	312	-21	21	16748	312	-21	21	16748	312	-21	21	16748	312	-21	21	16748	312	-21	21	16748	312	-21	21	16748	312	-21	21	16748	312	-21	21	16748	312	-21	21	16748	312	-21	21	16748	312	-21	21	16748	312	-21	21	16748
313	-21	21	16769	313	-21	21	16769	313	-21	21	16769	313	-21	21	16769	313	-21	21	16769	313	-21	21	16769	313	-21	21	16769	313	-21	21	16769	313	-21	21	16769	313	-21	21	16769	313	-21	21	16769	313	-21	21	16769	313	-21	21	16769	313	-21	21	16769	313	-21	21	16769	313	-21	21	16769	313	-21	21	16769	313	-21	21	16769	313	-21	21	16769	313	-21	21	16769	313	-21	21	16769
314	-18	18	16787	314	-18	18	16787	314	-18	18	16787	314	-18	18	16787	314	-18	18	16787	314	-18	18	16787	314	-18	18	16787	314	-18	18	16787	314	-18	18	16787	314	-18	18	16787	314	-18	18	16787	314	-18	18	16787	314	-18	18	16787	314	-18	18	16787	314	-18	18	16787	314	-18	18	16787	314	-18	18	16787	314	-18	18	16787	314	-18	18	16787	314	-18	18	16787	314	-18	18	16787
315	-19	19	16806	315	-19	19	16806	315	-19	19	16806	315	-19	19	16806	315	-19	19	16806	315	-19	19	16806	315	-19	19	16806	315	-19	19	16806	315	-19	19	16806	315	-19	19	16806	315	-19	19	16806	315	-19	19	16806	315	-19	19	16806	315	-19	19	16806	315	-19	19	16806	315	-19	19	16806	315	-19	19	16806	315	-19	19	16806	315	-19	19	16806	315	-19	19	16806	315	-19	19	16806
316	-17	17	16823	316	-17	17	16823	316	-17	17	16823	316	-17	17	16823	316	-17	17	16823	316	-17	17	16823	316	-17	17	16823	316	-17	17	16823	316	-17	17	16823	316	-17	17	16823	316	-17	17	16823	316	-17	17	16823	316	-17	17	16823	316	-17	17	16823	316	-17	17	16823	316	-17	17	16823	316	-17	17	16823	316	-17	17	16823	316	-17	17	16823	316	-17	17	16823	316	-17	17	16823
317	-22	22	16845	317	-22	22	16845	317	-22	22	16845	317	-22	22	16845	317	-22	22	16845	317	-22	22	16845	317	-22	22	16845	317	-22	22	16845	317	-22	22	16845	317	-22	22	16845	317	-22	22	16845	317	-22	22	16845	317	-22	22	16845	317	-22	22	16845	317	-22	22	16845	317	-22	22	16845	317	-22	22	16845	317	-22	22	16845	317	-22	22	16845	317	-22	22	16845	317	-22	22	16845
