Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806	24	-26	26	2806
25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873	25	-166	67	2873
26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932	26	-59	59	2932
27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973	27	-41	41	2973
28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047	28	-173	74	3047
29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109	29	-161	62	3109
30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142	30	-33	33	3142
31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191	31	-49	49	3191
32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228	32	-37	37	3228
33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293	33	-65	65	3293
34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353	34	-60	60	3353
35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388	35	-35	35	3388
36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465	36	-77	77	3465
37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498	37	-33	33	3498
38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569	38	-71	71	3569
39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598	39	-29	29	3598
40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665	40	-67	67	3665
41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704	41	-39	39	3704
42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750	42	-46	46	3750
43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774	43	-24	24	3774
44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800	44	-26	26	3800
45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850	45	-50	50	3850
46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883	46	-33	33	3883
47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932	47	-49	49	3932
48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974	48	-42	42	3974
49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016	49	-42	42	4016
