Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841	26	-53	53	2841
27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882	27	-41	41	2882
28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930	28	-48	48	2930
29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963	29	-33	33	2963
30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011	30	-147	48	3011
31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041	31	-30	30	3041
32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136	32	-194	95	3136
33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198	33	-62	62	3198
34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251	34	-53	53	3251
35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304	35	-53	53	3304
36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342	36	-38	38	3342
37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369	37	-27	27	3369
38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431	38	-62	62	3431
39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469	39	-38	38	3469
40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506	40	-136	37	3506
41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554	41	-48	48	3554
42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591	42	-37	37	3591
43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615	43	-24	24	3615
44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652	44	-37	37	3652
45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712	45	-60	60	3712
46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745	46	-132	33	3745
47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812	47	-166	67	3812
48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844	48	-32	32	3844
49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885	49	-41	41	3885
50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922	50	-37	37	3922
51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958	51	-36	36	3958
52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998	52	-40	40	3998
53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038	53	-40	40	4038
